File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/symlink-paths.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/symlink-type.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/link.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/symlink.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/ensure/file.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/json/jsonfile.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/json/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/json/output-json.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/json/output-json-sync.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/remove/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/util/stat.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/util/utimes.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/copy/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/copy/copy-sync.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/copy/copy.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/path-exists/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/empty/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/output-file/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/fs-extra/lib/esm.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/string_decoder/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/string_decoder/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/string_decoder/lib/string_decoder.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/bl/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/bl/BufferList.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/bl/LICENSE.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/bl/bl.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/universalify/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/universalify/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/universalify/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/ini/ini.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/ini/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/ini/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/headless/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/headless/lib-headless/xterm-headless.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/headless/lib-headless/xterm-headless.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/headless/lib-headless/xterm-headless.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-clipboard/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-clipboard/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-unicode11/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-unicode11/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-serialize/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-serialize/lib/addon-serialize.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-serialize/lib/addon-serialize.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-serialize/lib/addon-serialize.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-search/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-search/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-search/lib/addon-search.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-search/lib/addon-search.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-search/lib/addon-search.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-webgl/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-webgl/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-webgl/lib/addon-webgl.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-webgl/lib/addon-webgl.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-webgl/lib/addon-webgl.mjs.map is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/SixelHandler.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/IIPHandler.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/IIPMetrics.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/ImageStorage.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/IIPHeaderParser.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/IIPHeaderParser.test.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/ImageAddon.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/IIPMetrics.test.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/Types.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/out/ImageRenderer.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/lib/addon-image.mjs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/@xterm/addon-image/lib/addon-image.js is unchanged, skipping backup.
